object_id,shape,admin3_pcode,shape_length,shape_area,location
2823,Polygon,TH470201,0.60161,0.007282,"Thailand, Sakon Nakhon, Kusuman, Kusuman"
2824,Polygon,TH470301,0.666867,0.0118,"Thailand, Sakon Nakhon, Kut Bak, Kut Bak"
2825,Polygon,TH430503,0.40178,0.00502,"Thailand, Nong Khai, Phon Phisai, Kut Bong"
2826,Polygon,TH300304,0.438205,0.009974,"Thailand, Nakhon Ratchasima, Soeng Sang, Kut Bot"
2827,Polygon,TH410201,0.411187,0.005091,"Thailand, Udon Thani, Kut Chap, Kut Chap"
2828,Polygon,TH350807,0.443582,0.006877,"Thailand, Yasothon, Loeng Nok Tha, Kut Chiang Mi"
2829,Polygon,TH301811,0.194519,0.000873,"Thailand, Nakhon Ratchasima, Sung Noen, Kut Chik"
2830,Polygon,TH390111,0.496396,0.008709,"Thailand, Nong Bua Lam Phu, Mueang Nong Bua Lam Phu, Kut Chik"
2831,Polygon,TH461104,0.618306,0.005427,"Thailand, Kalasin, Tha Khantho, Kut Chik"
2832,Polygon,TH480511,0.171716,0.001141,"Thailand, Nakhon Phanom, That Phanom, Kut Chim"
2833,Polygon,TH180704,0.406976,0.00379,"Thailand, Chai Nat, Nong Mamong, Kut Chok"
2834,Polygon,TH301214,0.351958,0.003816,"Thailand, Nakhon Ratchasima, Bua Yai, Kut Chok"
2835,Polygon,TH341902,0.405388,0.005689,"Thailand, Ubon Ratchathani, Phibun Mangsahan, Kut Chomphu"
2836,Polygon,TH350301,0.601232,0.006934,"Thailand, Yasothon, Kut Chum, Kut Chum"
2837,Polygon,TH360502,0.574748,0.008333,"Thailand, Chaiyaphum, Nong Bua Daeng, Kut Chum Saeng"
2838,Polygon,TH390205,0.544438,0.008178,"Thailand, Nong Bua Lam Phu, Na Klang, Kut Din Chi"
2839,Polygon,TH460803,0.358657,0.005489,"Thailand, Kalasin, Huai Mek, Kut Don"
2840,Polygon,TH390304,0.426613,0.005701,"Thailand, Nong Bua Lam Phu, Non Sang, Kut Du"
2841,Polygon,TH350811,0.415724,0.005614,"Thailand, Yasothon, Loeng Nok Tha, Kut Hae"
2842,Polygon,TH390213,0.441989,0.005975,"Thailand, Nong Bua Lam Phu, Na Klang, Kut Hae"
2843,Polygon,TH470305,0.660216,0.010724,"Thailand, Sakon Nakhon, Kut Bak, Kut Hai"
2844,Polygon,TH320714,0.393779,0.004211,"Thailand, Surin, Rattanaburi, Kut Kha Khim"
2845,Polygon,TH490113,0.252687,0.002036,"Thailand, Mukdahan, Mueang Mukdahan, Kut Khae"
2846,Polygon,TH401701,0.420776,0.005587,"Thailand, Khon Kaen, Mancha Khiri, Kut Khao"
2847,Polygon,TH460512,0.239622,0.001688,"Thailand, Kalasin, Kuchinarai, Kut Khao"
2848,Polygon,TH401605,0.367973,0.005907,"Thailand, Khon Kaen, Phu Wiang, Kut Khon Kaen"
2849,Polygon,TH350410,0.293025,0.003081,"Thailand, Yasothon, Kham Khuean Kaeo, Kut Kung"
2850,Polygon,TH400407,0.597039,0.005933,"Thailand, Khon Kaen, Nong Ruea, Kut Kwang"
2851,Polygon,TH340116,0.436416,0.004654,"Thailand, Ubon Ratchathani, Mueang Ubon Ratchathani, Kut Lat"
2852,Polygon,TH360405,0.554108,0.003608,"Thailand, Chaiyaphum, Kaset Sombun, Kut Lo"
2853,Polygon,TH410304,0.447642,0.00833,"Thailand, Udon Thani, Nong Wua So, Kut Mak Fai"
2854,Polygon,TH330205,0.200449,0.001874,"Thailand, Si Sa Ket, Yang Chum Noi, Kut Mueang Ham"
2855,Polygon,TH350702,0.354109,0.00423,"Thailand, Yasothon, Kho Wang, Kut Nam Sai"
2856,Polygon,TH360605,0.597228,0.008125,"Thailand, Chaiyaphum, Chatturat, Kut Nam Sai"
2857,Polygon,TH400712,0.455686,0.004339,"Thailand, Khon Kaen, Nam Phong, Kut Nam Sai"
2858,Polygon,TH450603,0.225232,0.002295,"Thailand, Roi Et, Phanom Phrai, Kut Nam Sai"
2859,Polygon,TH200609,0.115585,0.000504,"Thailand, Chon Buri, Phanat Nikhom, Kut Ngong"
2860,Polygon,TH302006,0.398562,0.004293,"Thailand, Nakhon Ratchasima, Sikhio, Kut Noi"
2861,Polygon,TH190112,0.259182,0.001573,"Thailand, Saraburi, Mueang Saraburi, Kut Nok Plao"
2862,Polygon,TH401802,0.221885,0.002184,"Thailand, Khon Kaen, Chonnabot, Kut Phia Khom"
2863,Polygon,TH300801,0.405236,0.006295,"Thailand, Nakhon Ratchasima, Dan Khun Thot, Kut Phiman"
2864,Polygon,TH390508,0.34067,0.002983,"Thailand, Nong Bua Lam Phu, Suwannakhuha, Kut Phueng"
2865,Polygon,TH370116,0.423499,0.004912,"Thailand, Amnat Charoen, Mueang Amnat Charoen, Kut Pla Duk"
2866,Polygon,TH441302,0.339281,0.00215,"Thailand, Maha Sarakham, Chuen Chom, Kut Pla Duk"
2867,Polygon,TH460611,0.179397,0.001221,"Thailand, Kalasin, Khao Wong, Kut Pla Khao"
2868,Polygon,TH420101,0.211233,0.001045,"Thailand, Loei, Mueang Loei, Kut Pong"
2869,Polygon,TH340709,0.695793,0.013305,"Thailand, Ubon Ratchathani, Det Udom, Kut Prathai"
2870,Polygon,TH441201,0.367176,0.004695,"Thailand, Maha Sarakham, Kut Rang, Kut Rang"
2871,Polygon,TH342604,0.434209,0.004976,"Thailand, Ubon Ratchathani, Thung Si Udom, Kut Ruea"
2872,Polygon,TH470813,0.501658,0.004449,"Thailand, Sakon Nakhon, Wanon Niwat, Kut Ruea Kham"
2873,Polygon,TH410110,0.553376,0.004723,"Thailand, Udon Thani, Mueang Udon Thani, Kut Sa"
2874,Polygon,TH440409,0.181186,0.00162,"Thailand, Maha Sarakham, Kantharawichai, Kut Sai Cho"
2875,Polygon,TH330402,0.457001,0.006163,"Thailand, Si Sa Ket, Kantharalak, Kut Salao"
2876,Polygon,TH390404,0.322317,0.004826,"Thailand, Nong Bua Lam Phu, Si Bun Rueang, Kut Sathian"
2877,Polygon,TH460606,0.371208,0.00435,"Thailand, Kalasin, Khao Wong, Kut Sinkhum Mai"
2878,Polygon,TH161004,0.991802,0.021088,"Thailand, Lop Buri, Lam Sonthi, Kut Ta Phet"
2879,Polygon,TH402301,0.531053,0.006729,"Thailand, Khon Kaen, Nong Na Kham, Kut That"
2880,Polygon,TH360106,0.556764,0.00688,"Thailand, Chaiyaphum, Mueang Chaiyaphum, Kut Tum"
2881,Polygon,TH460506,0.502037,0.009861,"Thailand, Kalasin, Kuchinarai, Kut Wa"
2882,Polygon,TH320911,0.383532,0.004002,"Thailand, Surin, Sikhoraphum, Kut Wai"
2883,Polygon,TH341121,0.246188,0.002048,"Thailand, Ubon Ratchathani, Trakan Phuet Phon, Kut Ya Luan"
2884,Polygon,TH361005,0.382018,0.004138,"Thailand, Chaiyaphum, Phu Khiao, Kut Yom"
2885,Polygon,TH341104,0.284605,0.003097,"Thailand, Ubon Ratchathani, Trakan Phuet Phon, Kutsakon"
2886,Polygon,TH361002,0.461973,0.006787,"Thailand, Chaiyaphum, Phu Khiao, Kwang Chon"
2887,Polygon,TH220203,0.299513,0.00284,"Thailand, Chanthaburi, Khlung, Kwian Hak"
2888,Polygon,TH950502,0.370762,0.005129,"Thailand, Yala, Yaha, La-Ae"
2889,Polygon,TH800403,0.495679,0.008627,"Thailand, Nakhon Si Thammarat, Chawang, La-Ai"
2890,Polygon,TH940506,0.161306,0.00166,"Thailand, Pattani, Mayo, La-Nga"
2891,Polygon,TH910502,0.710142,0.00938,"Thailand, Satun, La-Ngu, La-Ngu"
2892,Polygon,TH331502,0.310495,0.002564,"Thailand, Si Sa Ket, Nam Kliang, La-O"
2893,Polygon,TH850202,0.769745,0.014341,"Thailand, Ranong, La-Un, La-Un Nuea"
2894,Polygon,TH850201,0.257701,0.002846,"Thailand, Ranong, La-Un, La-Un Tai"
2895,Polygon,TH960606,0.324692,0.004278,"Thailand, Narathiwat, Rueso, La Lo"
2896,Polygon,TH550803,0.76341,0.010086,"Thailand, Nan, Thung Chang, Lae"
2897,Polygon,TH801604,0.352804,0.00668,"Thailand, Nakhon Si Thammarat, Hua Sai, Laem"
2898,Polygon,TH730313,0.228733,0.002109,"Thailand, Nakhon Pathom, Nakhon Chai Si, Laem Bua"
2899,Polygon,TH110503,0.487102,0.003517,"Thailand, Samut Prakan, Phra Samut Chedi, Laem Fa Pha"
2900,Polygon,TH230114,0.617358,0.007135,"Thailand, Trat, Mueang Trat, Laem Klat"
2901,Polygon,TH230501,0.268202,0.002116,"Thailand, Trat, Laem Ngop, Laem Ngop"
2902,Polygon,TH760705,0.210326,0.001854,"Thailand, Phetchaburi, Ban Laem, Laem Phak Bia"
2903,Polygon,TH940918,0.349197,0.000933,"Thailand, Pattani, Yaring, Laem Pho"
2904,Polygon,TH240513,0.210527,0.001529,"Thailand, Chachoengsao, Ban Pho, Laem Pradu"
2905,Polygon,TH661003,0.442519,0.007154,"Thailand, Phichit, Bueng Na Rang, Laem Rang"
2906,Polygon,TH860411,0.184337,0.001211,"Thailand, Chumphon, Lang Suan, Laem Sai"
2907,Polygon,TH810502,0.65264,0.005764,"Thailand, Krabi, Ao Luek, Laem Sak"
2908,Polygon,TH920413,0.517959,0.003665,"Thailand, Trang, Palian, Laem Som"
2909,Polygon,TH910506,0.425844,0.004156,"Thailand, Satun, La-Ngu, Laem Son"
2910,Polygon,TH801209,0.329629,0.002013,"Thailand, Nakhon Si Thammarat, Pak Phanang, Laem Talumphuk"
2911,Polygon,TH930506,0.360539,0.003567,"Thailand, Phatthalung, Khuan Khanun, Laem Tanot"
2912,Polygon,TH302205,0.292503,0.003979,"Thailand, Nakhon Ratchasima, Nong Bun Mak, Laem Thong"
2913,Polygon,TH361404,0.535435,0.011767,"Thailand, Chaiyaphum, Phakdi Chumphon, Laem Thong"
2914,Polygon,TH750107,0.240988,0.00153,"Thailand, Samut Songkhram, Mueang Samut Songkhram, Laem Yai"
2915,Polygon,TH360607,0.532425,0.006635,"Thailand, Chaiyaphum, Chatturat, Lahan"
2916,Polygon,TH120405,0.262758,0.001654,"Thailand, Nonthaburi, Bang Bua Thong, Lahan"
2917,Polygon,TH210603,0.483783,0.006464,"Thailand, Rayong, Pluak Daeng, Lahan"
2918,Polygon,TH940708,0.215082,0.001449,"Thailand, Pattani, Sai Buri, Lahan"
2919,Polygon,TH960402,0.24939,0.0019,"Thailand, Narathiwat, Yi-Ngo, Lahan"
2920,Polygon,TH401404,0.385102,0.005793,"Thailand, Khon Kaen, Waeng Noi, Lahan Na"
2921,Polygon,TH302703,0.468775,0.004965,"Thailand, Nakhon Ratchasima, Mueang Yang, Lahan Pla Khao"
2922,Polygon,TH310601,0.315264,0.004432,"Thailand, Buri Ram, Lahan Sai, Lahan Sai"
2923,Polygon,TH520303,0.532029,0.008176,"Thailand, Lampang, Ko Kha, Lai Hin"
2924,Polygon,TH550703,0.906211,0.010263,"Thailand, Nan, Wiang Sa, Lai Nan"
2925,Polygon,TH571303,0.507926,0.005563,"Thailand, Chiang Rai, Wiang Kaen, Lai Ngao"
2926,Polygon,TH341113,0.437127,0.004142,"Thailand, Ubon Ratchathani, Trakan Phuet Phon, Lai Thung"
2927,Polygon,TH710803,2.203377,0.130011,"Thailand, Kanchanaburi, Sangkhla Buri, Lai Wo"
2928,Polygon,TH141002,0.24979,0.002557,"Thailand, Phra Nakhon Si Ayutthaya, Lat Bua Luang, Lak Chai"
2929,Polygon,TH802202,0.377908,0.003339,"Thailand, Nakhon Si Thammarat, Chang Klang, Lak Chang"
2930,Polygon,TH670902,0.699484,0.015966,"Thailand, Phetchabun, Nam Nao, Lak Dan"
2931,Polygon,TH150207,0.134628,0.000718,"Thailand, Ang Thong, Chaiyo, Lak Fa"
2932,Polygon,TH130114,0.134505,0.000908,"Thailand, Pathum Thani, Mueang Pathum Thani, Lak Hok"
2933,Polygon,TH150614,0.21962,0.001855,"Thailand, Ang Thong, Wiset Chai Chan, Lak Kaeo"
2934,Polygon,TH310122,0.327133,0.003855,"Thailand, Buri Ram, Mueang Buri Ram, Lak Khet"
2935,Polygon,TH460204,0.323392,0.003108,"Thailand, Kalasin, Na Mon, Lak Liam"
2936,Polygon,TH460302,0.44316,0.005366,"Thailand, Kalasin, Kamalasai, Lak Mueang"
2937,Polygon,TH740302,0.335041,0.003435,"Thailand, Samut Sakhon, Ban Phaeo, Lak Sam"
2938,Polygon,TH104004,0.132933,0.001009,"Thailand, Bangkok, Bang Khae, Lak Song"
2939,Polygon,TH740307,0.181346,0.00125,"Thailand, Samut Sakhon, Ban Phaeo, Lak Song"
2940,Polygon,TH330407,0.530198,0.01644,"Thailand, Si Sa Ket, Kantharalak, Lalai"
2941,Polygon,TH331704,0.232557,0.002563,"Thailand, Si Sa Ket, Phu Sing, Lalom"
2942,Polygon,TH300709,0.369895,0.004689,"Thailand, Nakhon Ratchasima, Chok Chai, Lalom Mai Phatthana"
2943,Polygon,TH311805,0.323105,0.004105,"Thailand, Buri Ram, Chamni, Laluat"
2944,Polygon,TH461805,0.424054,0.002759,"Thailand, Kalasin, Khong Chai, Lam Chi"
2945,Polygon,TH730403,0.262922,0.002114,"Thailand, Nakhon Pathom, Don Tum, Lam Hoei"
2946,Polygon,TH461308,0.366493,0.00267,"Thailand, Kalasin, Somdet, Lam Huai Lua"
2947,Polygon,TH820806,0.653505,0.008578,"Thailand, Phangnga, Thai Mueang, Lam Kaen"
2948,Polygon,TH460121,0.293542,0.002023,"Thailand, Kalasin, Mueang Kalasin, Lam Khlong"
2949,Polygon,TH301013,0.296567,0.004154,"Thailand, Nakhon Ratchasima, Non Sung, Lam Kho Hong"
2950,Polygon,TH730408,0.253824,0.001703,"Thailand, Nakhon Pathom, Don Tum, Lam Luk Bua"
2951,Polygon,TH130604,0.289912,0.004279,"Thailand, Pathum Thani, Lam Luk Ka, Lam Luk Ka"
2952,Polygon,TH950109,0.197105,0.001682,"Thailand, Yala, Mueang Yala, Lam Mai"
2953,Polygon,TH301412,0.451767,0.006866,"Thailand, Nakhon Ratchasima, Pak Thong Chai, Lam Nang Kaeo"
2954,Polygon,TH312003,1.133362,0.032616,"Thailand, Buri Ram, Non Din Daeng, Lam Nang Rong"
2955,Polygon,TH160401,0.389114,0.00259,"Thailand, Lop Buri, Chai Badan, Lam Narai"
2956,Polygon,TH461208,0.263169,0.001757,"Thailand, Kalasin, Nong Kung Si, Lam Nong Saen"
2957,Polygon,TH100307,0.247376,0.002686,"Thailand, Bangkok, Nong Chok, Lam Phak Chi"
2958,Polygon,TH130304,0.157697,0.001388,"Thailand, Pathum Thani, Thanyaburi, Lam Phak Kut"
2959,Polygon,TH730514,0.198956,0.001336,"Thailand, Nakhon Pathom, Bang Len, Lam Phaya"
2960,Polygon,TH730119,0.171086,0.000761,"Thailand, Nakhon Pathom, Mueang Nakhon Pathom, Lam Phaya"
2961,Polygon,TH950111,0.287641,0.003718,"Thailand, Yala, Mueang Yala, Lam Phaya"
2962,Polygon,TH191107,0.688219,0.015982,"Thailand, Saraburi, Muak Lek, Lam Phaya Klang"
2963,Polygon,TH601202,0.539508,0.007042,"Thailand, Nakhon Sawan, Tak Fa, Lam Phayon"
2964,Polygon,TH820805,0.507856,0.008981,"Thailand, Phangnga, Thai Mueang, Lam Phi"
2965,Polygon,TH900504,0.83573,0.012618,"Thailand, Songkhla, Thepha, Lam Phlai"
2966,Polygon,TH120406,0.154864,0.00093,"Thailand, Nonthaburi, Bang Bua Thong, Lam Pho"
2967,Polygon,TH390110,0.243283,0.002196,"Thailand, Nong Bua Lam Phu, Mueang Nong Bua Lam Phu, Lam Phu"
2968,Polygon,TH101104,0.277371,0.002796,"Thailand, Bangkok, Lat Krabang, Lam Pla Thio"
2969,Polygon,TH311001,0.171129,0.00088,"Thailand, Buri Ram, Lam Plai Mat, Lam Plai Mat"
2970,Polygon,TH660514,0.291384,0.003364,"Thailand, Phichit, Bang Mun Nak, Lam Prada"
2971,Polygon,TH130606,0.219046,0.002702,"Thailand, Pathum Thani, Lam Luk Ka, Lam Sai"
2972,Polygon,TH141104,0.284163,0.002075,"Thailand, Phra Nakhon Si Ayutthaya, Wang Noi, Lam Sai"
2973,Polygon,TH310417,0.390296,0.005397,"Thailand, Buri Ram, Nang Rong, Lam Sai Yong"
2974,Polygon,TH931104,0.577971,0.004279,"Thailand, Phatthalung, Srinagarindra, Lam Sin"
2975,Polygon,TH191105,0.508578,0.008503,"Thailand, Saraburi, Muak Lek, Lam Somphung"
2976,Polygon,TH161001,0.356042,0.002532,"Thailand, Lop Buri, Lam Sonthi, Lam Sonthi"
2977,Polygon,TH141101,0.270737,0.003014,"Thailand, Phra Nakhon Si Ayutthaya, Wang Noi, Lam Ta Sao"
2978,Polygon,TH140810,0.16183,0.001343,"Thailand, Phra Nakhon Si Ayutthaya, Phak Hai, Lam Takhian"
2979,Polygon,TH810701,0.704211,0.006134,"Thailand, Krabi, Lam Thap, Lam Thap"
2980,Polygon,TH100308,0.263949,0.002166,"Thailand, Bangkok, Nong Chok, Lam Toiting"
2981,Polygon,TH860501,1.158145,0.017449,"Thailand, Chumphon, Lamae, Lamae"
2982,Polygon,TH310302,0.486043,0.006311,"Thailand, Buri Ram, Krasang, Lamduan"
2983,Polygon,TH321101,0.378998,0.00435,"Thailand, Surin, Lamduan, Lamduan"
2984,Polygon,TH840603,0.307364,0.003069,"Thailand, Surat Thani, Chaiya, Lamet"
2985,Polygon,TH850405,0.791262,0.020587,"Thailand, Ranong, Kra Buri, Lamliang"
2986,Polygon,TH301016,0.339191,0.002382,"Thailand, Nakhon Ratchasima, Non Sung, Lammun"
2987,Polygon,TH920803,0.433527,0.005684,"Thailand, Trang, Na Yong, Lamo"
2988,Polygon,TH930109,0.548947,0.013584,"Thailand, Phatthalung, Mueang Phatthalung, Lampam"
2989,Polygon,TH520301,0.274695,0.002262,"Thailand, Lampang, Ko Kha, Lampang Luang"
2990,Polygon,TH460105,0.350562,0.003509,"Thailand, Kalasin, Mueang Kalasin, Lampao"
2991,Polygon,TH460106,0.386882,0.003389,"Thailand, Kalasin, Mueang Kalasin, Lamphan"
2992,Polygon,TH300209,1.009816,0.034283,"Thailand, Nakhon Ratchasima, Khon Buri, Lamphiak"
2993,Polygon,TH960102,0.328236,0.003748,"Thailand, Narathiwat, Mueang Narathiwat, Lamphu"
2994,Polygon,TH841204,0.694349,0.014465,"Thailand, Surat Thani, Ban Na San, Lamphun"
2995,Polygon,TH920615,0.298937,0.002252,"Thailand, Trang, Huai Yot, Lamphura"
2996,Polygon,TH670316,0.326132,0.003805,"Thailand, Phetchabun, Lom Sak, Lan Ba"
2997,Polygon,TH620107,0.548327,0.006172,"Thailand, Kamphaeng Phet, Mueang Kamphaeng Phet, Lan Dokmai"
2998,Polygon,TH621103,0.34928,0.003811,"Thailand, Kamphaeng Phet, Kosamphi Nakhon, Lan Dokmai Tok"
2999,Polygon,TH640201,0.728501,0.012052,"Thailand, Sukhothai, Ban Dan Lan Hoi, Lan Hoi"
3000,Polygon,TH931002,0.564662,0.007479,"Thailand, Phatthalung, Pa Phayom, Lan Khoi"
3001,Polygon,TH620701,0.416836,0.005064,"Thailand, Kamphaeng Phet, Lan Krabue, Lan Krabue"
3002,Polygon,TH610701,0.638683,0.009228,"Thailand, Uthai Thani, Lan Sak, Lan Sak"
3003,Polygon,TH800302,0.364025,0.006343,"Thailand, Nakhon Si Thammarat, Lan Saka, Lan Saka"
3004,Polygon,TH440815,0.347112,0.003777,"Thailand, Maha Sarakham, Phayakkhaphum Phisai, Lan Sakae"
3005,Polygon,TH730322,0.212667,0.001317,"Thailand, Nakhon Pathom, Nakhon Chai Si, Lan Tak Fa"
3006,Polygon,TH860401,0.054385,0.000102,"Thailand, Chumphon, Lang Suan, Lang Suan"
3007,Polygon,TH440309,0.355602,0.004573,"Thailand, Maha Sarakham, Kosum Phisai, Lao"
3008,Polygon,TH452005,0.267014,0.002409,"Thailand, Roi Et, Thung Khao Luang, Lao"
3009,Polygon,TH341402,0.369859,0.003631,"Thailand, Ubon Ratchathani, Muang Sam Sip, Lao Bok"
3010,Polygon,TH440512,0.282615,0.002391,"Thailand, Maha Sarakham, Chiang Yuen, Lao Bua Ban"
3011,Polygon,TH342402,0.393542,0.004229,"Thailand, Ubon Ratchathani, Don Mot Daeng, Lao Daeng"
3012,Polygon,TH441303,0.318257,0.002716,"Thailand, Maha Sarakham, Chuen Chom, Lao Dokmai"
3013,Polygon,TH350411,0.37246,0.002734,"Thailand, Yasothon, Kham Khuean Kaeo, Lao Hai"
3014,Polygon,TH460505,0.525625,0.006214,"Thailand, Kalasin, Kuchinarai, Lao Hai Ngam"
3015,Polygon,TH711001,0.746793,0.010039,"Thailand, Kanchanaburi, Lao Khwan, Lao Khwan"
3016,Polygon,TH461802,0.214556,0.002048,"Thailand, Kalasin, Khong Chai, Lao Klang"
3017,Polygon,TH420605,0.491529,0.008797,"Thailand, Loei, Na Haeo, Lao Ko Hok"
3018,Polygon,TH331305,0.298863,0.003053,"Thailand, Si Sa Ket, Non Khun, Lao Kwang"
3019,Polygon,TH450203,0.231265,0.002828,"Thailand, Roi Et, Kaset Wisai, Lao Luang"
3020,Polygon,TH490304,0.558132,0.010916,"Thailand, Mukdahan, Don Tan, Lao Mi"
3021,Polygon,TH342106,0.518492,0.007656,"Thailand, Ubon Ratchathani, Pho Sai, Lao Ngam"
3022,Polygon,TH451013,0.287014,0.0028,"Thailand, Roi Et, Selaphum, Lao Noi"
3023,Polygon,TH460403,0.266833,0.002422,"Thailand, Kalasin, Rong Kham, Lao Oi"
3024,Polygon,TH480905,0.641171,0.005973,"Thailand, Nakhon Phanom, Na Wa, Lao Phatthana"
3025,Polygon,TH471502,0.391223,0.002745,"Thailand, Sakon Nakhon, Khok Si Suphan, Lao Phon Kho"
3026,Polygon,TH370105,0.303656,0.003279,"Thailand, Amnat Charoen, Mueang Amnat Charoen, Lao Phruan"
3027,Polygon,TH470117,0.307595,0.003955,"Thailand, Sakon Nakhon, Mueang Sakon Nakhon, Lao Po Daeng"
3028,Polygon,TH490511,0.262096,0.002559,"Thailand, Mukdahan, Khamcha-I, Lao Sang Tho"
3029,Polygon,TH343101,0.432863,0.004992,"Thailand, Ubon Ratchathani, Lao Suea Kok, Lao Suea Kok"
3030,Polygon,TH430507,0.613096,0.005794,"Thailand, Nong Khai, Phon Phisai, Lao Tang Kham"
3031,Polygon,TH380307,0.477363,0.004546,"Thailand, Bueng Kan, So Phisai, Lao Thong"
3032,Polygon,TH460503,0.519673,0.006643,"Thailand, Kalasin, Kuchinarai, Lao Yai"
3033,Polygon,TH510303,0.440419,0.004747,"Thailand, Lamphun, Ban Hong, Lao Yao"
3034,Polygon,TH302004,0.597941,0.012272,"Thailand, Nakhon Ratchasima, Sikhio, Lat Bua Khao"
3035,Polygon,TH700515,0.130759,0.000887,"Thailand, Ratchaburi, Ban Pong, Lat Bua Khao"
3036,Polygon,TH141001,0.244774,0.003617,"Thailand, Phra Nakhon Si Ayutthaya, Lat Bua Luang, Lat Bua Luang"
3037,Polygon,TH140814,0.144264,0.001201,"Thailand, Phra Nakhon Si Ayutthaya, Phak Hai, Lat Chit"
3038,Polygon,TH670205,0.886173,0.014438,"Thailand, Phetchabun, Chon Daen, Lat Khae"
3039,Polygon,TH420705,0.531141,0.008176,"Thailand, Loei, Phu Ruea, Lat Khang"
3040,Polygon,TH340205,0.495178,0.006765,"Thailand, Ubon Ratchathani, Si Mueang Mai, Lat Khwai"
3041,Polygon,TH240514,0.156316,0.000916,"Thailand, Chachoengsao, Ban Pho, Lat Khwang"
3042,Polygon,TH101101,0.191465,0.00093,"Thailand, Bangkok, Lat Krabang, Lat Krabang"
3043,Polygon,TH240805,0.92027,0.017483,"Thailand, Chachoengsao, Sanam Chai Khet, Lat Krathing"
3044,Polygon,TH130502,0.222007,0.002206,"Thailand, Pathum Thani, Lat Lum Kaeo, Lat Lum Kaeo"
3045,Polygon,TH140804,0.099692,0.000384,"Thailand, Phra Nakhon Si Ayutthaya, Phak Hai, Lat Nam Khem"
3046,Polygon,TH141214,0.130269,0.000607,"Thailand, Phra Nakhon Si Ayutthaya, Sena, Lat Nga"
3047,Polygon,TH440110,0.556209,0.004731,"Thailand, Maha Sarakham, Mueang Maha Sarakham, Lat Phatthana"
3048,Polygon,TH760610,0.101044,0.000333,"Thailand, Phetchaburi, Ban Lat, Lat Pho"
3049,Polygon,TH103801,0.189201,0.001249,"Thailand, Bangkok, Lat Phrao, Lat Phrao"
3050,Polygon,TH160509,0.215635,0.001328,"Thailand, Lop Buri, Tha Wung, Lat Sali"
3051,Polygon,TH130602,0.23349,0.002563,"Thailand, Pathum Thani, Lam Luk Ka, Lat Sawai"
3052,Polygon,TH250208,0.617481,0.012234,"Thailand, Prachin Buri, Kabin Buri, Lat Takhian"
3053,Polygon,TH600709,0.540959,0.007518,"Thailand, Nakhon Sawan, Takhli, Lat Thippharot"
3054,Polygon,TH710107,0.720071,0.010961,"Thailand, Kanchanaburi, Mueang Kanchanaburi, Lat Ya"
3055,Polygon,TH360111,0.448724,0.004702,"Thailand, Chaiyaphum, Mueang Chaiyaphum, Lat Yai"
3056,Polygon,TH750103,0.255421,0.002355,"Thailand, Samut Songkhram, Mueang Samut Songkhram, Lat Yai"
3057,Polygon,TH103001,0.130836,0.000889,"Thailand, Bangkok, Chatuchak, Lat Yao"
3058,Polygon,TH601101,0.529369,0.006602,"Thailand, Nakhon Sawan, Lat Yao, Lat Yao"
3059,Polygon,TH330308,0.289901,0.002758,"Thailand, Si Sa Ket, Kanthararom, Lathai"
3060,Polygon,TH310705,0.361013,0.003502,"Thailand, Buri Ram, Prakhon Chai, Lawia"
3061,Polygon,TH820304,0.706501,0.012469,"Thailand, Phangnga, Kapong, Le"
3062,Polygon,TH510401,0.732899,0.013855,"Thailand, Lamphun, Li, Li"
3063,Polygon,TH950104,0.152277,0.001314,"Thailand, Yala, Mueang Yala, Li Don"
3064,Polygon,TH841703,0.386906,0.003261,"Thailand, Surat Thani, Phunphin, Li Let"
3065,Polygon,TH920410,0.606444,0.012374,"Thailand, Trang, Palian, Li Phang"
3066,Polygon,TH330202,0.290814,0.003153,"Thailand, Si Sa Ket, Yang Chum Noi, Lin Fa"
3067,Polygon,TH450410,0.255949,0.002368,"Thailand, Roi Et, Chaturaphak Phiman, Lin Fa"
3068,Polygon,TH710704,1.350981,0.022986,"Thailand, Kanchanaburi, Thong Pha Phum, Lin Thin"
3069,Polygon,TH840402,0.221185,0.001883,"Thailand, Surat Thani, Ko Samui, Lipa Noi"
3070,Polygon,TH940312,0.220975,0.001448,"Thailand, Pattani, Nong Chik, Lipa Sa-Ngo"
3071,Polygon,TH560203,0.471942,0.004389,"Thailand, Phayao, Chun, Lo"
3072,Polygon,TH960804,0.522736,0.007829,"Thailand, Narathiwat, Waeng, Lo Chut"
3073,Polygon,TH820405,0.603675,0.005928,"Thailand, Phangnga, Takua Thung, Lo Yung"
3074,Polygon,TH421105,0.670759,0.019451,"Thailand, Loei, Phu Luang, Loei Wang Sai"
3075,Polygon,TH441203,0.38707,0.004697,"Thailand, Maha Sarakham, Kut Rang, Loeng Faek"
3076,Polygon,TH440316,0.264467,0.001599,"Thailand, Maha Sarakham, Kosum Phisai, Loeng Tai"
3077,Polygon,TH670401,0.255408,0.002986,"Thailand, Phetchabun, Lom Kao, Lom Kao"
3078,Polygon,TH401210,0.287648,0.00272,"Thailand, Khon Kaen, Phon, Lom Khom"
3079,Polygon,TH520801,0.440427,0.006346,"Thailand, Lampang, Thoen, Lom Raet"
3080,Polygon,TH330525,0.18853,0.002092,"Thailand, Si Sa Ket, Khukhan, Lom Sak"
