object_id,shape,admin3_pcode,shape_length,shape_area,location
2235,Polygon,TH910102,0.768947,0.011023,"Thailand, Satun, Mueang Satun, Khlong Khut"
2236,Polygon,TH130702,0.232955,0.001651,"Thailand, Pathum Thani, Sam Khok, Khlong Khwai"
2237,Polygon,TH102208,0.069819,0.000227,"Thailand, Bangkok, Phasi Charoen, Khlong Khwang"
2238,Polygon,TH120506,0.263204,0.002062,"Thailand, Nonthaburi, Sai Noi, Khlong Khwang"
2239,Polygon,TH200202,0.749719,0.01879,"Thailand, Chon Buri, Ban Bueng, Khlong Kio"
2240,Polygon,TH120612,0.073179,0.000206,"Thailand, Nonthaburi, Pak Kret, Khlong Kluea"
2241,Polygon,TH801205,0.189813,0.001944,"Thailand, Nakhon Si Thammarat, Pak Phanang, Khlong Krabue"
2242,Polygon,TH760102,0.079114,0.000261,"Thailand, Phetchaburi, Mueang Phetchaburi, Khlong Krachaeng"
2243,Polygon,TH670603,1.042726,0.014918,"Thailand, Phetchabun, Si Thep, Khlong Krachang"
2244,Polygon,TH640703,0.212543,0.002266,"Thailand, Sukhothai, Sawankhalok, Khlong Krachong"
2245,Polygon,TH102701,0.13097,0.000865,"Thailand, Bangkok, Bueng Kum, Khlong Kum"
2246,Polygon,TH900410,0.588647,0.010292,"Thailand, Songkhla, Na Thawi, Khlong Kwang"
2247,Polygon,TH901604,0.588118,0.00616,"Thailand, Songkhla, Khlong Hoi Khong, Khlong La"
2248,Polygon,TH620303,0.961361,0.023826,"Thailand, Kamphaeng Phet, Khlong Lan, Khlong Lan Phatthana"
2249,Polygon,TH920208,0.316849,0.003022,"Thailand, Trang, Kantang, Khlong Lu"
2250,Polygon,TH240118,0.299369,0.003051,"Thailand, Chachoengsao, Mueang Chachoengsao, Khlong Luang Phaeng"
2251,Polygon,TH740206,0.174313,0.001138,"Thailand, Samut Sakhon, Krathum Baen, Khlong Maduea"
2252,Polygon,TH620117,0.542743,0.006353,"Thailand, Kamphaeng Phet, Mueang Kamphaeng Phet, Khlong Mae Lai"
2253,Polygon,TH100803,0.027848,4.9e-05,"Thailand, Bangkok, Pom Prap Sattru Phai, Khlong Mahanak"
2254,Polygon,TH730611,0.20778,0.001257,"Thailand, Nakhon Pathom, Sam Phran, Khlong Mai"
2255,Polygon,TH941009,0.267066,0.001556,"Thailand, Pattani, Yarang, Khlong Mai"
2256,Polygon,TH940106,0.107728,0.000463,"Thailand, Pattani, Mueang Pattani, Khlong Maning"
2257,Polygon,TH640804,0.296532,0.003103,"Thailand, Sukhothai, Si Nakhon, Khlong Maphlap"
2258,Polygon,TH302109,0.588187,0.012951,"Thailand, Nakhon Ratchasima, Pak Chong, Khlong Muang"
2259,Polygon,TH300611,0.337639,0.005615,"Thailand, Nakhon Ratchasima, Chakkarat, Khlong Mueang"
2260,Polygon,TH240104,0.169234,0.000938,"Thailand, Chachoengsao, Mueang Chachoengsao, Khlong Na"
2261,Polygon,TH240110,0.247256,0.002706,"Thailand, Chachoengsao, Mueang Chachoengsao, Khlong Nakhon Nueang Khet"
2262,Polygon,TH220605,0.16929,0.001043,"Thailand, Chanthaburi, Laem Sing, Khlong Nam Khem"
2263,Polygon,TH620301,1.308521,0.035485,"Thailand, Kamphaeng Phet, Khlong Lan, Khlong Nam Lai"
2264,Polygon,TH270604,0.388269,0.004159,"Thailand, Sa Kaeo, Aranyaprathet, Khlong Nam Sai"
2265,Polygon,TH220103,0.276747,0.00235,"Thailand, Chanthaburi, Mueang Chanthaburi, Khlong Narai"
2266,Polygon,TH110208,0.188619,0.001381,"Thailand, Samut Prakan, Bang Bo, Khlong Niyom Yattra"
2267,Polygon,TH141604,0.183059,0.001044,"Thailand, Phra Nakhon Si Ayutthaya, Ban Phraek, Khlong Noi"
2268,Polygon,TH801202,0.380099,0.004864,"Thailand, Nakhon Si Thammarat, Pak Phanang, Khlong Noi"
2269,Polygon,TH840107,0.291523,0.001673,"Thailand, Surat Thani, Mueang Surat Thani, Khlong Noi"
2270,Polygon,TH841803,0.515154,0.010475,"Thailand, Surat Thani, Chai Buri, Khlong Noi"
2271,Polygon,TH730512,0.212958,0.00227,"Thailand, Nakhon Pathom, Bang Len, Khlong Nok Krathung"
2272,Polygon,TH130201,0.382045,0.005552,"Thailand, Pathum Thani, Khlong Luang, Khlong Nueng"
2273,Polygon,TH920902,0.23599,0.001383,"Thailand, Trang, Ratsada, Khlong Pang"
2274,Polygon,TH840706,1.329003,0.017707,"Thailand, Surat Thani, Tha Chana, Khlong Pha"
2275,Polygon,TH302010,0.640789,0.01167,"Thailand, Nakhon Ratchasima, Sikhio, Khlong Phai"
2276,Polygon,TH620608,0.257739,0.002545,"Thailand, Kamphaeng Phet, Phran Kratai, Khlong Phikrai"
2277,Polygon,TH200302,0.514897,0.005985,"Thailand, Chon Buri, Nong Yai, Khlong Phlu"
2278,Polygon,TH221004,0.912919,0.011422,"Thailand, Chanthaburi, Khao Khitchakut, Khlong Phlu"
2279,Polygon,TH810403,0.820663,0.015067,"Thailand, Krabi, Khlong Thom, Khlong Phon"
2280,Polygon,TH120606,0.095604,0.000421,"Thailand, Nonthaburi, Pak Kret, Khlong Phra Udom"
2281,Polygon,TH130505,0.196092,0.001279,"Thailand, Pathum Thani, Lat Lum Kaeo, Khlong Phra Udom"
2282,Polygon,TH141007,0.189948,0.001788,"Thailand, Phra Nakhon Si Ayutthaya, Lat Bua Luang, Khlong Phraya Banlue"
2283,Polygon,TH900313,0.336163,0.003734,"Thailand, Songkhla, Chana, Khlong Pia"
2284,Polygon,TH841208,0.253073,0.002547,"Thailand, Surat Thani, Ban Na San, Khlong Prap"
2285,Polygon,TH810118,0.267135,0.002227,"Thailand, Krabi, Mueang Krabi, Khlong Prasong"
2286,Polygon,TH240505,0.191489,0.001077,"Thailand, Chachoengsao, Ban Pho, Khlong Prawet"
2287,Polygon,TH240116,0.277364,0.002955,"Thailand, Chachoengsao, Mueang Chachoengsao, Khlong Preng"
2288,Polygon,TH210311,0.313993,0.002623,"Thailand, Rayong, Klaeng, Khlong Pun"
2289,Polygon,TH901204,0.285401,0.002971,"Thailand, Songkhla, Na Mom, Khlong Rang"
2290,Polygon,TH900206,0.278809,0.003699,"Thailand, Songkhla, Sathing Phra, Khlong Ri"
2291,Polygon,TH190403,0.293141,0.003177,"Thailand, Saraburi, Wihan Daeng, Khlong Ruea"
2292,Polygon,TH840213,0.869532,0.016277,"Thailand, Surat Thani, Kanchanadit, Khlong Sa"
2293,Polygon,TH140118,0.060025,0.000209,"Thailand, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, Khlong Sa Bua"
2294,Polygon,TH841103,0.550048,0.008153,"Thailand, Surat Thani, Tha Chang, Khlong Sai"
2295,Polygon,TH660903,0.209314,0.001718,"Thailand, Phichit, Sak Lek, Khlong Sai"
2296,Polygon,TH900404,0.496114,0.008441,"Thailand, Songkhla, Na Thawi, Khlong Sai"
2297,Polygon,TH930204,0.39019,0.005237,"Thailand, Phatthalung, Kong Ra, Khlong Sai Khao"
2298,Polygon,TH140310,0.137082,0.000722,"Thailand, Phra Nakhon Si Ayutthaya, Nakhon Luang, Khlong Sakae"
2299,Polygon,TH130203,0.364519,0.003524,"Thailand, Pathum Thani, Khlong Luang, Khlong Sam"
2300,Polygon,TH101103,0.168612,0.001484,"Thailand, Bangkok, Lat Krabang, Khlong Sam Prawet"
2301,Polygon,TH101802,0.052138,8.7e-05,"Thailand, Bangkok, Khlong San, Khlong San"
2302,Polygon,TH801802,0.450954,0.00462,"Thailand, Nakhon Si Thammarat, Tham Phannara, Khlong Se"
2303,Polygon,TH130204,0.381247,0.003908,"Thailand, Pathum Thani, Khlong Luang, Khlong Si"
2304,Polygon,TH100303,0.220181,0.002551,"Thailand, Bangkok, Nong Chok, Khlong Sip"
2305,Polygon,TH100304,0.237979,0.00316,"Thailand, Bangkok, Nong Chok, Khlong Sip Song"
2306,Polygon,TH841003,1.468953,0.047191,"Thailand, Surat Thani, Phanom, Khlong Sok"
2307,Polygon,TH620516,0.455125,0.008261,"Thailand, Kamphaeng Phet, Khlong Khlung, Khlong Sombun"
2308,Polygon,TH130202,0.345367,0.003197,"Thailand, Pathum Thani, Khlong Luang, Khlong Song"
2309,Polygon,TH101102,0.158409,0.001351,"Thailand, Bangkok, Lat Krabang, Khlong Song Ton Nun"
2310,Polygon,TH110206,0.157205,0.0011,"Thailand, Samut Prakan, Bang Bo, Khlong Suan"
2311,Polygon,TH140117,0.16905,0.000806,"Thailand, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, Khlong Suan Phlu"
2312,Polygon,TH700705,0.352236,0.002236,"Thailand, Ratchaburi, Photharam, Khlong Ta Kot"
2313,Polygon,TH140111,0.069809,0.000231,"Thailand, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, Khlong Takhian"
2314,Polygon,TH241002,1.81706,0.075812,"Thailand, Chachoengsao, Tha Takiap, Khlong Takrao"
2315,Polygon,TH200112,0.240407,0.00229,"Thailand, Chon Buri, Mueang Chon Buri, Khlong Tamru"
2316,Polygon,TH103302,0.05664,0.000162,"Thailand, Bangkok, Khlong Toei, Khlong Tan"
2317,Polygon,TH740309,0.144671,0.000979,"Thailand, Samut Sakhon, Ban Phaeo, Khlong Tan"
2318,Polygon,TH640601,0.141745,0.000714,"Thailand, Sukhothai, Si Samrong, Khlong Tan"
2319,Polygon,TH103902,0.124555,0.000606,"Thailand, Bangkok, Vadhana, Khlong Tan Nuea"
2320,Polygon,TH104203,0.145952,0.001013,"Thailand, Bangkok, Sai Mai, Khlong Thanon"
2321,Polygon,TH270611,0.485834,0.005317,"Thailand, Sa Kaeo, Aranyaprathet, Khlong Thap Chan"
2322,Polygon,TH810402,0.545048,0.014961,"Thailand, Krabi, Khlong Thom, Khlong Thom Nuea"
2323,Polygon,TH810401,0.567848,0.008457,"Thailand, Krabi, Khlong Thom, Khlong Thom Tai"
2324,Polygon,TH103301,0.142379,0.000635,"Thailand, Bangkok, Khlong Toei, Khlong Toei"
2325,Polygon,TH103901,0.060843,0.000182,"Thailand, Bangkok, Vadhana, Khlong Toei Nuea"
2326,Polygon,TH101804,0.055399,0.000143,"Thailand, Bangkok, Khlong San, Khlong Ton Sai"
2327,Polygon,TH901107,0.099941,0.000336,"Thailand, Songkhla, Hat Yai, Khlong U Taphao"
2328,Polygon,TH240117,0.302216,0.002958,"Thailand, Chachoengsao, Mueang Chachoengsao, Khlong Udom Chonlachon"
2329,Polygon,TH770103,0.563785,0.006377,"Thailand, Prachuap Khiri Khan, Mueang Prachuap Khiri Khan, Khlong Wan"
2330,Polygon,TH150113,0.155531,0.001006,"Thailand, Ang Thong, Mueang Ang Thong, Khlong Wua"
2331,Polygon,TH810508,0.46396,0.007089,"Thailand, Krabi, Ao Luek, Khlong Ya"
2332,Polygon,TH220410,0.779385,0.01639,"Thailand, Chanthaburi, Pong Nam Ron, Khlong Yai"
2333,Polygon,TH230201,0.283959,0.001447,"Thailand, Trat, Khlong Yai, Khlong Yai"
2334,Polygon,TH230507,0.530855,0.006127,"Thailand, Trat, Laem Ngop, Khlong Yai"
2335,Polygon,TH260411,0.348971,0.003311,"Thailand, Nakhon Nayok, Ongkharak, Khlong Yai"
2336,Polygon,TH930403,0.476443,0.004751,"Thailand, Phatthalung, Tamot, Khlong Yai"
2337,Polygon,TH640708,0.593807,0.009558,"Thailand, Sukhothai, Sawankhalok, Khlong Yang"
2338,Polygon,TH810304,0.406226,0.005127,"Thailand, Krabi, Ko Lanta, Khlong Yang"
2339,Polygon,TH730702,0.233311,0.002389,"Thailand, Nakhon Pathom, Phutthamonthon, Khlong Yong"
2340,Polygon,TH220201,0.100837,0.000258,"Thailand, Chanthaburi, Khlung, Khlung"
2341,Polygon,TH901104,0.434776,0.00284,"Thailand, Songkhla, Hat Yai, Kho Hong"
2342,Polygon,TH470605,0.313599,0.003614,"Thailand, Sakon Nakhon, Waritchaphum, Kho Khiao"
2343,Polygon,TH270309,0.436617,0.008538,"Thailand, Sa Kaeo, Ta Phraya, Kho Khlan"
2344,Polygon,TH320112,0.460934,0.002971,"Thailand, Surin, Mueang Surin, Kho Kho"
2345,Polygon,TH341003,0.798838,0.020895,"Thailand, Ubon Ratchathani, Buntharik, Kho Laen"
2346,Polygon,TH960803,0.323728,0.003199,"Thailand, Narathiwat, Waeng, Kho Lo"
2347,Polygon,TH342204,0.320445,0.003505,"Thailand, Ubon Ratchathani, Samrong, Kho Noi"
2348,Polygon,TH350105,0.381351,0.004293,"Thailand, Yasothon, Mueang Yasothon, Kho Nuea"
2349,Polygon,TH530705,0.426716,0.005378,"Thailand, Uttaradit, Phichai, Kho Rum"
2350,Polygon,TH170305,0.226694,0.001323,"Thailand, Sing Buri, Khai Bang Rachan, Kho Sai"
2351,Polygon,TH471212,0.304983,0.002611,"Thailand, Sakon Nakhon, Sawang Daen Din, Kho Tai"
2352,Polygon,TH340403,0.302753,0.003361,"Thailand, Ubon Ratchathani, Khueang Nai, Kho Thong"
2353,Polygon,TH350704,0.330267,0.003148,"Thailand, Yasothon, Kho Wang, Kho Wang"
2354,Polygon,TH412403,0.254538,0.001125,"Thailand, Udon Thani, Ku Kaeo, Kho Yai"
2355,Polygon,TH450615,0.12451,0.000687,"Thailand, Roi Et, Phanom Phrai, Kho Yai"
2356,Polygon,TH331504,0.343967,0.00405,"Thailand, Si Sa Ket, Nam Kliang, Khoen"
2357,Polygon,TH530205,0.295025,0.002145,"Thailand, Uttaradit, Tron, Khoi Sung"
2358,Polygon,TH930105,0.185104,0.001594,"Thailand, Phatthalung, Mueang Phatthalung, Khok Cha-Ngai"
2359,Polygon,TH342605,0.31803,0.003666,"Thailand, Ubon Ratchathani, Thung Si Udom, Khok Chamrae"
2360,Polygon,TH331025,0.225482,0.001759,"Thailand, Si Sa Ket, Uthumphon Phisai, Khok Chan"
2361,Polygon,TH341107,0.490315,0.006566,"Thailand, Ubon Ratchathani, Trakan Phuet Phon, Khok Chan"
2362,Polygon,TH140423,0.188795,0.000962,"Thailand, Phra Nakhon Si Ayutthaya, Bang Sai, Khok Chang"
2363,Polygon,TH140811,0.099676,0.000443,"Thailand, Phra Nakhon Si Ayutthaya, Phak Hai, Khok Chang"
2364,Polygon,TH720207,0.394236,0.003224,"Thailand, Suphan Buri, Doem Bang Nang Buat, Khok Chang"
2365,Polygon,TH431402,0.38022,0.003315,"Thailand, Nong Khai, Sakhrai, Khok Chang"
2366,Polygon,TH160901,0.641965,0.012097,"Thailand, Lop Buri, Khok Charoen, Khok Charoen"
2367,Polygon,TH820705,0.282277,0.002773,"Thailand, Phangnga, Thap Put, Khok Charoen"
2368,Polygon,TH600901,0.370841,0.006491,"Thailand, Nakhon Sawan, Phaisali, Khok Duea"
2369,Polygon,TH100305,0.212501,0.001891,"Thailand, Bangkok, Nong Chok, Khok Faet"
2370,Polygon,TH810206,0.701199,0.012527,"Thailand, Krabi, Khao Phanom, Khok Han"
2371,Polygon,TH480605,0.378452,0.00317,"Thailand, Nakhon Phanom, Renu Nakhon, Khok Hin Hae"
2372,Polygon,TH160107,0.242318,0.002758,"Thailand, Lop Buri, Mueang Lop Buri, Khok Kathiam"
2373,Polygon,TH740114,0.407663,0.004736,"Thailand, Samut Sakhon, Mueang Samut Sakhon, Khok Kham"
2374,Polygon,TH311502,0.41349,0.004502,"Thailand, Buri Ram, Phlapphla Chai, Khok Khamin"
2375,Polygon,TH420912,0.571082,0.009022,"Thailand, Loei, Wang Saphung, Khok Khamin"
2376,Polygon,TH200506,0.174109,0.00105,"Thailand, Chon Buri, Phan Thong, Khok Khi Non"
2377,Polygon,TH820506,0.293124,0.003005,"Thailand, Phangnga, Takua Pa, Khok Khian"
2378,Polygon,TH960107,0.403089,0.006411,"Thailand, Narathiwat, Mueang Narathiwat, Khok Khian"
2379,Polygon,TH720106,0.298409,0.002278,"Thailand, Suphan Buri, Mueang Suphan Buri, Khok Kho Thao"
2380,Polygon,TH430204,0.323794,0.002176,"Thailand, Nong Khai, Tha Bo, Khok Khon"
2381,Polygon,TH720401,0.34132,0.003179,"Thailand, Suphan Buri, Bang Pla Ma, Khok Khram"
2382,Polygon,TH461203,0.643869,0.008912,"Thailand, Kalasin, Nong Kung Si, Khok Khruea"
2383,Polygon,TH610604,1.148071,0.031726,"Thailand, Uthai Thani, Ban Rai, Khok Khwai"
2384,Polygon,TH301317,0.363204,0.003892,"Thailand, Nakhon Ratchasima, Prathai, Khok Klang"
2385,Polygon,TH311007,0.538756,0.007185,"Thailand, Buri Ram, Lam Plai Mat, Khok Klang"
2386,Polygon,TH321402,0.355784,0.004056,"Thailand, Surin, Phanom Dong Rak, Khok Klang"
2387,Polygon,TH370707,0.308729,0.003128,"Thailand, Amnat Charoen, Lue Amnat, Khok Klang"
2388,Polygon,TH410506,0.53056,0.006333,"Thailand, Udon Thani, Non Sa-At, Khok Klang"
2389,Polygon,TH411910,0.474827,0.005538,"Thailand, Udon Thani, Phen, Khok Klang"
2390,Polygon,TH820406,0.428486,0.006031,"Thailand, Phangnga, Takua Thung, Khok Kloi"
2391,Polygon,TH440105,0.402718,0.006325,"Thailand, Maha Sarakham, Mueang Maha Sarakham, Khok Ko"
2392,Polygon,TH450702,0.37299,0.00288,"Thailand, Roi Et, Phon Thong, Khok Kok Muang"
2393,Polygon,TH370204,0.656701,0.012369,"Thailand, Amnat Charoen, Chanuman, Khok Kong"
2394,Polygon,TH342202,0.360952,0.004472,"Thailand, Ubon Ratchathani, Samrong, Khok Kong"
2395,Polygon,TH380106,0.703149,0.009647,"Thailand, Bueng Kan, Mueang Bueng Kan, Khok Kong"
2396,Polygon,TH470121,0.259141,0.001675,"Thailand, Sakon Nakhon, Mueang Sakon Nakhon, Khok Kong"
2397,Polygon,TH740111,0.198316,0.001114,"Thailand, Samut Sakhon, Mueang Samut Sakhon, Khok Krabue"
2398,Polygon,TH940407,0.116035,0.000813,"Thailand, Pattani, Panare, Khok Krabue"
2399,Polygon,TH300503,0.431338,0.009906,"Thailand, Nakhon Ratchasima, Ban Lueam, Khok Krabueang"
2400,Polygon,TH300204,1.256718,0.03572,"Thailand, Nakhon Ratchasima, Khon Buri, Khok Krachai"
2401,Polygon,TH260204,0.197527,0.001083,"Thailand, Nakhon Nayok, Pak Phli, Khok Kruat"
2402,Polygon,TH300117,0.53483,0.00603,"Thailand, Nakhon Ratchasima, Mueang Nakhon Ratchasima, Khok Kruat"
2403,Polygon,TH361207,0.491509,0.0069,"Thailand, Chaiyaphum, Kaeng Khro, Khok Kung"
2404,Polygon,TH380803,0.542192,0.008664,"Thailand, Bueng Kan, Bung Khla, Khok Kwang"
2405,Polygon,TH311012,0.308905,0.004654,"Thailand, Buri Ram, Lam Plai Mat, Khok Lam"
2406,Polygon,TH450404,0.309782,0.003884,"Thailand, Roi Et, Chaturaphak Phiman, Khok Lam"
2407,Polygon,TH331024,0.174078,0.00131,"Thailand, Si Sa Ket, Uthumphon Phisai, Khok Lam"
2408,Polygon,TH160108,0.209934,0.001708,"Thailand, Lop Buri, Mueang Lop Buri, Khok Lamphan"
2409,Polygon,TH311606,0.244166,0.002512,"Thailand, Buri Ram, Huai Rat, Khok Lek"
2410,Polygon,TH920110,0.188111,0.000823,"Thailand, Trang, Mueang Trang, Khok Lo"
2411,Polygon,TH310710,0.250063,0.003741,"Thailand, Buri Ram, Prakhon Chai, Khok Ma"
2412,Polygon,TH250109,0.180828,0.001217,"Thailand, Prachin Buri, Mueang Prachin Buri, Khok Mai Lai"
2413,Polygon,TH310718,0.31016,0.002486,"Thailand, Buri Ram, Prakhon Chai, Khok Makham"
2414,Polygon,TH311204,0.575525,0.010775,"Thailand, Buri Ram, Pakham, Khok Mamuang"
2415,Polygon,TH360307,0.380933,0.00482,"Thailand, Chaiyaphum, Khon Sawan, Khok Mang Ngoi"
2416,Polygon,TH600309,0.298702,0.002048,"Thailand, Nakhon Sawan, Chum Saeng, Khok Mo"
2417,Polygon,TH610205,0.313419,0.003811,"Thailand, Uthai Thani, Thap Than, Khok Mo"
2418,Polygon,TH700109,0.16203,0.000878,"Thailand, Ratchaburi, Mueang Ratchaburi, Khok Mo"
2419,Polygon,TH670904,0.628978,0.010436,"Thailand, Phetchabun, Nam Nao, Khok Mon"
2420,Polygon,TH140902,0.223347,0.00157,"Thailand, Phra Nakhon Si Ayutthaya, Phachi, Khok Muang"
2421,Polygon,TH390308,0.593644,0.010715,"Thailand, Nong Bua Lam Phu, Non Sang, Khok Muang"
2422,Polygon,TH901603,0.368981,0.003182,"Thailand, Songkhla, Khlong Hoi Khong, Khok Muang"
2423,Polygon,TH930307,0.57899,0.006913,"Thailand, Phatthalung, Khao Chaison, Khok Muang"
2424,Polygon,TH350503,0.610636,0.009713,"Thailand, Yasothon, Pa Tio, Khok Na Ko"
2425,Polygon,TH400207,0.386044,0.00402,"Thailand, Khon Kaen, Ban Fang, Khok Ngam"
2426,Polygon,TH420504,0.700535,0.010489,"Thailand, Loei, Dan Sai, Khok Ngam"
2427,Polygon,TH330517,0.32045,0.002487,"Thailand, Si Sa Ket, Khukhan, Khok Phet"
2428,Polygon,TH360707,0.688122,0.008918,"Thailand, Chaiyaphum, Bamnet Narong, Khok Phet Phatthana"
2429,Polygon,TH200620,0.253641,0.002004,"Thailand, Chon Buri, Phanat Nikhom, Khok Phlo"
2430,Polygon,TH940201,0.299486,0.00279,"Thailand, Pattani, Khok Pho, Khok Pho"
2431,Polygon,TH440401,0.251937,0.002978,"Thailand, Maha Sarakham, Kantharawichai, Khok Phra"
2432,Polygon,TH730311,0.17465,0.001528,"Thailand, Nakhon Pathom, Nakhon Chai Si, Khok Phra Chedi"
2433,Polygon,TH471803,0.874505,0.023944,"Thailand, Sakon Nakhon, Phu Phan, Khok Phu"
2434,Polygon,TH150409,0.148836,0.000974,"Thailand, Ang Thong, Pho Thong, Khok Phutsa"
2435,Polygon,TH270104,1.163696,0.023274,"Thailand, Sa Kaeo, Mueang Sa Kaeo, Khok Pi Khong"
2436,Polygon,TH250901,0.3409,0.003353,"Thailand, Prachin Buri, Si Mahosot, Khok Pip"
2437,Polygon,TH670504,0.713322,0.00917,"Thailand, Phetchabun, Wichian Buri, Khok Prong"
2438,Polygon,TH360705,0.477309,0.005143,"Thailand, Chaiyaphum, Bamnet Narong, Khok Roeng Rom"
2439,Polygon,TH190507,0.150967,0.001001,"Thailand, Saraburi, Nong Saeng, Khok Sa-At"
2440,Polygon,TH311008,0.363945,0.004689,"Thailand, Buri Ram, Lam Plai Mat, Khok Sa-At"
2441,Polygon,TH320509,0.412457,0.006419,"Thailand, Surin, Prasat, Khok Sa-At"
2442,Polygon,TH343304,0.585825,0.00625,"Thailand, Ubon Ratchathani, Nam Khun, Khok Sa-At"
2443,Polygon,TH360804,0.694349,0.007691,"Thailand, Chaiyaphum, Nong Bua Rawe, Khok Sa-At"
2444,Polygon,TH361007,0.543837,0.005675,"Thailand, Chaiyaphum, Phu Khiao, Khok Sa-At"
2445,Polygon,TH410119,0.302439,0.003765,"Thailand, Udon Thani, Mueang Udon Thani, Khok Sa-At"
2446,Polygon,TH461803,0.265966,0.002992,"Thailand, Kalasin, Khong Chai, Khok Sa-At"
2447,Polygon,TH670605,0.582564,0.006287,"Thailand, Phetchabun, Si Thep, Khok Sa-At"
2448,Polygon,TH401208,0.290934,0.003939,"Thailand, Khon Kaen, Phon, Khok Sa-Nga"
2449,Polygon,TH920804,0.329931,0.002451,"Thailand, Trang, Na Yong, Khok Saba"
2450,Polygon,TH930802,0.638976,0.00724,"Thailand, Phatthalung, Pa Bon, Khok Sai"
2451,Polygon,TH930903,0.364098,0.004362,"Thailand, Phatthalung, Bang Kaeo, Khok Sak"
2452,Polygon,TH160205,0.735713,0.014607,"Thailand, Lop Buri, Phatthana Nikhom, Khok Salung"
2453,Polygon,TH160506,0.12682,0.00082,"Thailand, Lop Buri, Tha Wung, Khok Salut"
2454,Polygon,TH650503,0.182651,0.001705,"Thailand, Phitsanulok, Bang Krathum, Khok Salut"
2455,Polygon,TH160905,0.600771,0.006769,"Thailand, Lop Buri, Khok Charoen, Khok Samae San"
2456,Polygon,TH350812,0.404145,0.005885,"Thailand, Yasothon, Loeng Nok Tha, Khok Samran"
2457,Polygon,TH402402,0.486594,0.0055,"Thailand, Khon Kaen, Ban Haet, Khok Samran"
2458,Polygon,TH160301,0.325289,0.002485,"Thailand, Lop Buri, Khok Samrong, Khok Samrong"
2459,Polygon,TH370202,0.352763,0.00458,"Thailand, Amnat Charoen, Chanuman, Khok San"
2460,Polygon,TH311806,0.27748,0.002286,"Thailand, Buri Ram, Chamni, Khok Sanuan"
2461,Polygon,TH960608,0.392469,0.005809,"Thailand, Narathiwat, Rueso, Khok Sato"
2462,Polygon,TH190107,0.156514,0.001028,"Thailand, Saraburi, Mueang Saraburi, Khok Sawang"
2463,Polygon,TH310505,0.390656,0.005306,"Thailand, Buri Ram, Nong Ki, Khok Sawang"
2464,Polygon,TH342206,0.462549,0.005792,"Thailand, Ubon Ratchathani, Samrong, Khok Sawang"
2465,Polygon,TH450607,0.262403,0.00326,"Thailand, Roi Et, Phanom Phrai, Khok Sawang"
2466,Polygon,TH450905,0.371911,0.00556,"Thailand, Roi Et, Nong Phok, Khok Sawang"
2467,Polygon,TH480204,0.373575,0.004209,"Thailand, Nakhon Phanom, Pla Pak, Khok Sawang"
2468,Polygon,TH400103,0.484953,0.004439,"Thailand, Khon Kaen, Mueang Khon Kaen, Khok Si"
2469,Polygon,TH471208,0.592524,0.007526,"Thailand, Sakon Nakhon, Sawang Daen Din, Khok Si"
2470,Polygon,TH481202,0.234377,0.001722,"Thailand, Nakhon Phanom, Wang Yang, Khok Si"
2471,Polygon,TH440915,0.240445,0.001996,"Thailand, Maha Sarakham, Wapi Pathum, Khok Si Thong Lang"
2472,Polygon,TH471604,0.419823,0.004728,"Thailand, Sakon Nakhon, Charoen Sin, Khok Sila"
2473,Polygon,TH460311,0.260947,0.003322,"Thailand, Kalasin, Kamalasai, Khok Sombun"
2474,Polygon,TH270801,0.422069,0.004207,"Thailand, Sa Kaeo, Khok Sung, Khok Sung"
2475,Polygon,TH300104,0.327572,0.003931,"Thailand, Nakhon Ratchasima, Mueang Nakhon Ratchasima, Khok Sung"
2476,Polygon,TH310509,0.285715,0.004125,"Thailand, Buri Ram, Nong Ki, Khok Sung"
2477,Polygon,TH360117,0.546729,0.00621,"Thailand, Chaiyaphum, Mueang Chaiyaphum, Khok Sung"
2478,Polygon,TH400801,0.459391,0.005831,"Thailand, Khon Kaen, Ubolratana, Khok Sung"
2479,Polygon,TH450714,0.225237,0.00187,"Thailand, Roi Et, Phon Thong, Khok Sung"
2480,Polygon,TH480205,0.42852,0.004844,"Thailand, Nakhon Phanom, Pla Pak, Khok Sung"
2481,Polygon,TH710508,0.317034,0.002553,"Thailand, Kanchanaburi, Tha Maka, Khok Tabong"
2482,Polygon,TH320607,0.670547,0.01263,"Thailand, Surin, Kap Choeng, Khok Takhian"
2483,Polygon,TH331701,0.401226,0.00645,"Thailand, Si Sa Ket, Phu Sing, Khok Tan"
2484,Polygon,TH250902,0.377065,0.004215,"Thailand, Prachin Buri, Si Mahosot, Khok Thai"
2485,Polygon,TH301403,0.32318,0.003375,"Thailand, Nakhon Ratchasima, Pak Thong Chai, Khok Thai"
2486,Polygon,TH160109,0.598301,0.014103,"Thailand, Lop Buri, Mueang Lop Buri, Khok Tum"
2487,Polygon,TH190304,0.179646,0.000965,"Thailand, Saraburi, Nong Khae, Khok Tum"
2488,Polygon,TH310719,0.277444,0.003699,"Thailand, Buri Ram, Prakhon Chai, Khok Tum"
2489,Polygon,TH310611,0.347275,0.004353,"Thailand, Buri Ram, Lahan Sai, Khok Wan"
